continent, country_label, temperature, rainfall, population, code
1,china,14.8900633306,635.943812187,1337705000,chn
1,india,31.6164872109,1156.97612136,1205624648,ind
2,unitedstates,17.419890178,889.215910171,309326225,usa
1,indonesia,31.5981431057,3405.7880646,240676485,idn
3,brazil,32.0975233921,1864.18427969,195210154,bra
1,pakistan,29.1981228948,178.888622331,173149306,pak
4,nigeria,34.4539709817,1181.77857137,159707780,nga
1,bangladesh,31.6549342148,2820.92582747,151125475,bgd
1,japan,15.7421075084,1703.23780476,127450459,jpn
3,mexico,31.0006360971,682.325813788,117886404,mex
1,philippines,31.0973486511,3122.89403989,93444322,phl
4,ethiopia,31.4239626871,904.265837774,87095281,eth
2,germany,13.5392769008,885.902673,81776930,deu
4,egypt,31.6192357993,20.733438506,78075705,egy
2,turkey,18.9926803646,394.896931444,72137546,tur
1,thailand,32.2392839953,1769.99301133,66402316,tha
2,france,16.7031001533,818.421340565,65031235,fra
2,unitedkingdom,12.9208490314,1127.9377591,62747868,gbr
2,italy,16.8726725405,778.343093784,60483385,ita
1,myanmar,29.1997164781,2502.18802267,51931231,mmr
4,southafrica,27.1893517045,403.542401876,50895698,zaf
2,spain,21.5903975176,572.51711238,46576897,esp
3,colombia,30.91989221,2779.88266569,46444798,col
2,ukraine,13.8970085355,661.219749583,45870700,ukr
