continent, country_label, temperature, rainfall, population, code
1,china,12.3499758719,554.788545788,1337705000,chn
1,india,29.0034918037,1167.16693908,1205624648,ind
2,unitedstates,14.847934928,891.380993142,309326225,usa
1,indonesia,30.7138946173,3047.16980762,240676485,idn
3,brazil,30.0960287681,2126.23028521,195210154,bra
1,pakistan,26.0217900429,227.236889574,173149306,pak
4,nigeria,32.9151534756,1502.1879483,159707780,nga
1,bangladesh,29.5998024937,2526.02250927,151125475,bgd
1,japan,14.1894539775,1665.24932604,127450459,jpn
3,mexico,27.6887437175,1097.46183498,117886404,mex
1,philippines,29.8358810007,2177.46761717,93444322,phl
4,ethiopia,30.015670151,929.139580374,87095281,eth
2,germany,11.9848507277,1039.77853421,81776930,deu
4,egypt,30.1066653134,22.8716923026,78075705,egy
2,turkey,17.2840266675,679.738086795,72137546,tur
1,thailand,31.8741658448,1802.63262351,66402316,tha
2,france,13.8589413301,1205.02641947,65031235,fra
2,unitedkingdom,11.8519699403,972.561476166,62747868,gbr
2,italy,14.0347203778,1088.51569048,60483385,ita
1,myanmar,28.1526476581,1896.58000428,51931231,mmr
4,southafrica,25.3133967058,506.740210149,50895698,zaf
2,spain,18.1169690376,672.748753624,46576897,esp
3,colombia,29.3301382433,2967.42291756,46444798,col
2,ukraine,12.0046401633,968.939771205,45870700,ukr
